issn,issn_norm,title,title_norm,publisher,imprint,model,usd,eur,gbp,source
1758-2237,17582237,Philosophical Issues,philosophical issues,Wiley,,hybrid,2900,2450,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1520-8583,15208583,Philosophical Perspectives,philosophical perspectives,Wiley,,hybrid,2760,2280,1840,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1088-4963,10884963,Philosophy & Public Affairs,philosophy public affairs,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1933-1592,19331592,Philosophy and Phenomenological Research,philosophy phenomenological research,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1747-9991,17479991,Philosophy Compass,philosophy compass,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1751-1097,17511097,Photochemistry and Photobiology,photochemistry photobiology,Wiley,,hybrid,4330,3620,2870,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1600-0781,16000781,"Photodermatology, Photoimmunology & Photomedicine",photodermatology photoimmunology photomedicine,Wiley,,hybrid,4550,3810,3020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1440-1835,14401835,Phycological Research,phycological research,Wiley,,hybrid,3800,3170,2560,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1862-6319,18626319,physica status solidi (a) applications and materials science,physica status solidi applications materials science,Wiley,,hybrid,3780,3150,2560,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-3951,15213951,physica status solidi (b) basic solid state physics,physica status solidi b basic solid state physics,Wiley,,hybrid,3650,3040,2480,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1862-6270,18626270,physica status solidi (RRL) rapid research letters,physica status solidi rrl rapid research letters,Wiley,,hybrid,4430,3700,3010,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-3943,15213943,Physik in unserer Zeit,physik unserer zeit,Wiley,,hybrid,3660,3040,2420,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1399-3054,13993054,Physiologia Plantarum,physiologia plantarum,Wiley,,hybrid,4360,3650,2920,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-3032,13653032,Physiological Entomology,physiological entomology,Wiley,,hybrid,4120,3480,2670,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1471-2865,14712865,Physiotherapy Research International,physiotherapy research international,Wiley,,hybrid,3240,2660,2160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1565,10991565,Phytochemical Analysis,phytochemical analysis,Wiley,,hybrid,4380,3640,2960,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1573,10991573,Phytotherapy Research,phytotherapy research,Wiley,,hybrid,4880,4030,3300,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1755-148X,1755148X,Pigment Cell & Melanoma Research,pigment cell melanoma research,Wiley,,hybrid,5000,4150,3300,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1438-8677,14388677,Plant Biology,plant biology,Wiley,,hybrid,3470,2910,2320,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1439-0523,14390523,Plant Breeding,plant breeding,Wiley,,hybrid,4550,3810,3070,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-3059,13653059,Plant Pathology,plant pathology,Wiley,,hybrid,4740,3950,3160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-3040,13653040,"Plant, Cell & Environment",plant cell environment,Wiley,,hybrid,5440,4560,3610,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1612-8869,16128869,Plasma Processes and Polymers,plasma processes polymers,Wiley,,hybrid,4830,4010,3190,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1934-1563,19341563,PM&R,pm r,Wiley,,hybrid,3640,3050,2450,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1555-2934,15552934,PoLAR: Political and Legal Anthropology Review,polar political legal anthropology review,Wiley,,hybrid,3570,2990,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1944-2866,19442866,Policy & Internet,policy internet,Wiley,,hybrid,3750,3160,2450,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1541-0072,15410072,Policy Studies Journal,policy studies journal,Wiley,,hybrid,4250,3520,2830,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9221,14679221,Political Psychology,political psychology,Wiley,,hybrid,4250,3520,2840,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1747-1346,17471346,Politics & Policy,politics policy,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1548-0569,15480569,Polymer Composites,polymer composites,Wiley,,hybrid,4640,3880,3120,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1548-2634,15482634,Polymer Engineering & Science,polymer engineering science,Wiley,,hybrid,4480,3750,3010,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-0126,10970126,Polymer International,polymer international,Wiley,,hybrid,4080,3680,2720,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1581,10991581,Polymers for Advanced Technologies,polymers advanced technologies,Wiley,,hybrid,4800,3960,3190,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2831-865X,2831865X,Popular Culture Review,popular culture review,Wiley,,hybrid,2920,2540,2150,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1728-4457,17284457,Population and Development Review,population development review,Wiley,,hybrid,3190,2680,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1438-390X,1438390X,Population Ecology,population ecology,Wiley,,hybrid,3150,2630,2100,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1544-8452,15448452,"Population, Space and Place",population space place,Wiley,,hybrid,3700,3100,2460,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1944-2858,19442858,Poverty & Public Policy,poverty public policy,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-0223,10970223,Prenatal Diagnosis,prenatal diagnosis,Wiley,,hybrid,4640,3870,3090,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1741-5705,17415705,Presidential Studies Quarterly,presidential studies quarterly,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1617-7061,16177061,Proceedings in Applied Mathematics & Mechanics,proceedings applied mathematics mechanics,Wiley,,hybrid,3090,2580,2060,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1460-244X,1460244X,Proceedings of the London Mathematical Society,proceedings london mathematical society,Wiley,,hybrid,4700,3880,3120,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1547-5913,15475913,Process Safety Progress,process safety progress,Wiley,,hybrid,3750,3160,2500,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-159X,1099159X,Progress in Photovoltaics: Research and Applications,progress photovoltaics research applications,Wiley,,hybrid,5150,4270,3450,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-4087,15214087,"Propellants, Explosives, Pyrotechnics",propellants explosives pyrotechnics,Wiley,,hybrid,3840,3190,2590,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1469-896X,1469896X,Protein Science,protein science,Wiley,,hybrid,4480,3640,2720,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-0134,10970134,"Proteins: Structure, Function, and Bioinformatics",proteins structure function bioinformatics,Wiley,,hybrid,4550,3810,3070,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1615-9861,16159861,Proteomics,proteomics,Wiley,,hybrid,4650,3850,3170,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1862-8354,18628354,PROTEOMICS - Clinical Applications,proteomics clinical applications,Wiley,,hybrid,4430,3700,3010,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1440-1819,14401819,Psychiatry and Clinical Neurosciences,psychiatry clinical neurosciences,Wiley,,hybrid,3500,2970,2620,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1479-8301,14798301,Psychogeriatrics,psychogeriatrics,Wiley,,hybrid,3790,3200,2530,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1520-6793,15206793,Psychology & Marketing,psychology marketing,Wiley,,hybrid,3800,3170,2550,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2044-8341,20448341,"Psychology and Psychotherapy: Theory, Research and Practice",psychology psychotherapy theory research practice,Wiley,,hybrid,4070,3400,2730,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1520-6807,15206807,Psychology in the Schools,psychology schools,Wiley,,hybrid,3350,2770,2220,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1611,10991611,Psycho-Oncology,psycho oncology,Wiley,,hybrid,4940,4120,3290,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1469-8986,14698986,Psychophysiology,psychophysiology,Wiley,,hybrid,4020,3350,2680,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9299,14679299,Public Administration,public administration,Wiley,,hybrid,3950,3300,2590,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-162X,1099162X,Public Administration and Development,public administration development,Wiley,,hybrid,3010,2510,1980,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1540-6210,15406210,Public Administration Review,public administration review,Wiley,,hybrid,4460,3690,3030,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1540-5850,15405850,Public Budgeting & Finance,public budgeting finance,Wiley,,hybrid,3640,3050,2450,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1525-1446,15251446,Public Health Nursing,public health nursing,Wiley,,hybrid,3570,2940,2440,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1638,10991638,Quality and Reliability Engineering International,quality reliability engineering international,Wiley,,hybrid,4550,3790,3040,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1477-870X,1477870X,Quarterly Journal of the Royal Meteorological Society,quarterly journal royal meteorological society,Wiley,,hybrid,4540,3800,3040,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9310,14679310,R&D Management,r d management,Wiley,,hybrid,3620,3020,2440,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1944-799X,1944799X,Radio Science,radio science,Wiley,,hybrid,3700,3170,2640,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-2418,10982418,Random Structures & Algorithms,random structures algorithms,Wiley,,hybrid,4550,3790,3040,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-0231,10970231,Rapid Communications in Mass Spectrometry,rapid communications mass spectrometry,Wiley,,hybrid,4840,4020,3240,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9329,14679329,Ratio,ratio,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9337,14679337,Ratio Juris,ratio juris,Wiley,,hybrid,3040,2510,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1936-2722,19362722,Reading Research Quarterly,reading research quarterly,Wiley,,hybrid,3710,3090,2470,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1540-6229,15406229,Real Estate Economics,real estate economics,Wiley,,hybrid,3570,2990,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1748-5991,17485991,Regulation & Governance,regulation governance,Wiley,,hybrid,4480,3750,3000,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1749-8171,17498171,Religion Compass,religion compass,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1748-0922,17480922,Religious Studies Review,religious studies review,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1520-6831,15206831,Remediation,remediation,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1477-4658,14774658,Renaissance Studies,renaissance studies,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1439-0531,14390531,Reproduction in Domestic Animals,reproduction domestic animals,Wiley,,hybrid,4520,3740,3030,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-240X,1098240X,Research in Nursing & Health,research nursing health,Wiley,,hybrid,4150,3470,2720,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1751-3928,17513928,Resource Geology,resource geology,Wiley,,hybrid,3470,2890,2320,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1440-1843,14401843,Respirology,respirology,Wiley,,hybrid,4000,3330,2670,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1526-100X,1526100X,Restoration Ecology,restoration ecology,Wiley,,hybrid,3460,2880,2310,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9361,14679361,Review of Development Economics,review development economics,Wiley,,hybrid,3350,2770,2220,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2049-6613,20496613,Review of Education,review education,Wiley,,hybrid,3640,3050,2450,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2050-0394,20500394,"Review of European, Comparative & International Environmental Law",review european comparative international environmental law,Wiley,,hybrid,3750,3120,2500,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1873-5924,18735924,Review of Financial Economics,review financial economics,Wiley,,hybrid,3640,3040,2440,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1475-4991,14754991,Review of Income and Wealth,review income wealth,Wiley,,hybrid,3460,2930,2260,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9396,14679396,Review of International Economics,review international economics,Wiley,,hybrid,3350,2770,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1541-1338,15411338,Review of Policy Research,review policy research,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1753-5131,17535131,Reviews in Aquaculture,reviews aquaculture,Wiley,,hybrid,4480,3750,3000,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1654,10991654,Reviews in Medical Virology,reviews medical virology,Wiley,,hybrid,4880,4080,3240,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9418,14679418,Reviews in Religion & Theology,reviews religion theology,Wiley,,hybrid,3240,2660,2160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1944-9208,19449208,Reviews of Geophysics,reviews geophysics,Wiley,,hybrid,4190,3590,3000,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1539-6924,15396924,Risk Analysis,risk analysis,Wiley,,hybrid,5120,4230,3400,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1540-6296,15406296,Risk Management and Insurance Review,risk management insurance review,Wiley,,hybrid,3570,2990,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1944-4079,19444079,"Risk, Hazards & Crisis in Public Policy",risk hazards crisis public policy,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1535-1467,15351467,River Research and Applications,river research applications,Wiley,,hybrid,4110,3430,2790,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1549-0831,15490831,Rural Sociology,rural sociology,Wiley,,hybrid,3700,3070,2390,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1471-6712,14716712,Scandinavian Journal of Caring Sciences,scandinavian journal caring sciences,Wiley,,hybrid,3570,2990,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-3083,13653083,Scandinavian Journal of Immunology,scandinavian journal immunology,Wiley,,hybrid,4700,3930,3160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1600-0838,16000838,Scandinavian Journal of Medicine & Science in Sports,scandinavian journal medicine science sports,Wiley,,hybrid,4550,3810,3070,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9450,14679450,Scandinavian Journal of Psychology,scandinavian journal psychology,Wiley,,hybrid,4160,3480,2810,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9469,14679469,Scandinavian Journal of Statistics,scandinavian journal statistics,Wiley,,hybrid,3670,3050,2400,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9477,14679477,Scandinavian Political Studies,scandinavian political studies,Wiley,,hybrid,3100,2570,2080,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1949-8594,19498594,School Science and Mathematics,school science mathematics,Wiley,,hybrid,2890,2440,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-237X,1098237X,Science Education,science education,Wiley,,hybrid,4050,3350,2700,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9485,14679485,Scottish Journal of Political Economy,scottish journal political economy,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2993-3439,29933439,"Sculpture, Monuments and Open Space",sculpture monuments open space,Wiley,,hybrid,3310,2870,2440,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2475-6725,24756725,Security and Privacy,security privacy,Wiley,,hybrid,2940,2460,1980,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-3091,13653091,Sedimentology,sedimentology,Wiley,,hybrid,4460,3700,2980,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1525-139X,1525139X,Seminars in Dialysis,seminars dialysis,Wiley,,hybrid,3730,3130,2490,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2573-1815,25731815,Separation Science Plus,separation science plus,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2639-5355,26395355,"Sexuality, Gender & Policy",sexuality gender policy,Wiley,,hybrid,3300,2760,2220,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9493,14679493,Singapore Journal of Tropical Geography,singapore journal tropical geography,Wiley,,hybrid,3040,2510,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1613-6829,16136829,Small,small,Wiley,,hybrid,5790,5050,4370,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2366-9608,23669608,Small Methods,small methods,Wiley,,hybrid,4640,3870,3150,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1751-9004,17519004,Social and Personality Psychology Compass,social personality psychology compass,Wiley,,hybrid,3400,2840,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9507,14679507,Social Development,social development,Wiley,,hybrid,3460,2910,2310,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1751-2409,17512409,Social Issues and Policy Review,social issues policy review,Wiley,,hybrid,3990,3330,2690,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9515,14679515,Social Policy & Administration,social policy administration,Wiley,,hybrid,4330,3610,2940,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1540-6237,15406237,Social Science Quarterly,social science quarterly,Wiley,,hybrid,3160,2690,2080,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9523,14679523,Sociologia Ruralis,sociologia ruralis,Wiley,,hybrid,4000,3320,2690,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1573-7861,15737861,Sociological Forum,sociological forum,Wiley,,hybrid,3400,2860,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1475-682X,1475682X,Sociological Inquiry,sociological inquiry,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1751-9020,17519020,Sociology Compass,sociology compass,Wiley,,hybrid,3350,2770,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-6443,14676443,Sociology Lens,sociology lens,Wiley,,hybrid,4430,3670,2970,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9566,14679566,Sociology of Health & Illness,sociology health illness,Wiley,,hybrid,4330,3610,2890,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1689,10991689,"Software Testing, Verification & Reliability",software testing verification reliability,Wiley,,hybrid,2770,2310,1810,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-024X,1097024X,Software: Practice and Experience,software practice experience,Wiley,,hybrid,4650,3850,3120,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1435-0661,14350661,Soil Science Society of America Journal,soil science society america journal,Wiley,,hybrid,2320,2120,1820,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1475-2743,14752743,Soil Use and Management,soil use management,Wiley,,hybrid,4160,3460,2760,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2367-198X,2367198X,Solar RRL,solar rrl,Wiley,,hybrid,4640,3870,3150,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2054-6750,20546750,Sonography,sonography,Wiley,,hybrid,3040,2510,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1813-6982,18136982,South African Journal of Economics,south african journal economics,Wiley,,hybrid,2990,2510,1970,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2325-8012,23258012,Southern Economic Journal,southern economic journal,Wiley,,hybrid,3160,2690,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1754-4505,17544505,Special Care in Dentistry,special care dentistry,Wiley,,hybrid,3400,2800,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-379X,1521379X,Starch - Stärke,starch st rke,Wiley,,hybrid,4260,3550,2900,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2049-1573,20491573,Stat,stat,Wiley,,hybrid,3610,2980,2410,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9574,14679574,Statistica Neerlandica,statistica neerlandica,Wiley,,hybrid,3800,3170,2500,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1932-1872,19321872,Statistical Analysis and Data Mining,statistical analysis data mining,Wiley,,hybrid,3950,3300,2590,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-0258,10970258,Statistics in Medicine,statistics medicine,Wiley,,hybrid,5450,4710,3860,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1867-0539,18670539,Steel Construction: Design and Research,steel construction design research,Wiley,,hybrid,3300,2760,2160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1869-344X,1869344X,Steel Research International,steel research international,Wiley,,hybrid,3500,2910,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
